Main New Gloss Cat,Consultant,Main New Gloss,Gloss Variant,D Start HS,N-D Start HS,D End HS,N-D End HS,Passive Arm,Combined,Separate,Session,Scene,Start,End,Combined,Separate
FOOTBALL,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,FOOTBALL,FOOTBALL+,5,5,5,5,N,,MOV,ASL_2008_01_18,46,2810,2845,,MOV
,Tyler,FOOTBALL,FOOTBALL+,5,5,crvd-sprd-B,crvd-sprd-B,N,,MOV,ASL_2008_05_29a,26,1950,1985,,MOV
,Naomi,FOOTBALL,FOOTBALL+,5,5,5,5,N,MOV,MOV,ASL_2008_08_06,46,2936,2970,MOV,MOV
,Brady,FOOTBALL,FOOTBALL+,5,5,5,5,N,,MOV,ASL_2011_06_14_Brady,21,3038,3062,,MOV
,Lana,FOOTBALL,FOOTBALL+,4,4,4,4,N,,MOV,ASL_2006_10_10,11,957,985,,MOV
,Dana,FOOTBALL,FOOTBALL+,5,5,5,5,N,,MOV,ASL_2007_05_24,14,880,939,,MOV
MAD,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,MAD,MAD,crvd-5,,crvd-5,,N,,MOV,ASL_2008_01_18,50,1565,1590,,MOV
,Liz,MAD,MAD,crvd-5,,5-C,,N,,MOV,ASL_2008_02_01,56,2082,2105,,MOV
,Tyler,MAD,MAD,crvd-5,,5-C-tt,,N,,MOV,ASL_2008_06_10,8,1372,1392,,MOV
,Naomi,MAD,MAD,5,,5-C,,N,MOV,MOV,ASL_2008_08_06,50,1445,1465,MOV,MOV
,Naomi,MAD,MAD,5,,5-C-tt,,N,,MOV,ASL_2008_08_13_session2,11,2681,2705,,MOV
,Brady,MAD,MAD,5,,5-C,,N,,MOV,ASL_2011_06_14_Brady,53,3291,3312,,MOV
,Brady,MAD,MAD,5,,crvd-5,,N,,MOV,ASL_2011_07_22_Brady,43,1567,1585,,MOV
,Dana,MAD,MAD,5-C,,5-C,,N,,MOV,ASL_2007_05_24,20,1057,1096,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Tyler,MAD,MAD_2,5,,5-C,,N,MOV,MOV,ASL_2008_05_29a,31,1180,1205,MOV,MOV
,Brady,MAD,MAD_2,5,,crvd-sprd-B,,N,,MOV,ASL_2011_06_14_Brady,23,3771,3793,,MOV
GROUCHY,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,GROUCHY,GROUCHY+,5,,5-C,,N,,MOV,ASL_2008_02_01,12,1868,1902,,MOV
,Tyler,GROUCHY,GROUCHY,5-C,,5-C,,N,,MOV,ASL_2008_05_29a,42,2405,2432,,MOV
,Naomi,GROUCHY,GROUCHY+,crvd-5,,5-C,,N,MOV,MOV,ASL_2008_08_13,10,5535,5557,MOV,MOV
,Brady,GROUCHY,GROUCHY,crvd-5,,5-C,,N,,MOV,ASL_2011_06_14_Brady,29,5310,5343,,MOV
,Brady,GROUCHY,GROUCHY+++,5,,5-C,,N,,MOV,ASL_2011_07_22_Brady,44,889,933,,MOV
SULK,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,SULK,SULK+,5-C,5-C,5-C,5-C,N,MOV,MOV,ASL_2008_02_29,52,1490,1530,MOV,MOV
,Brady,SULK,SULK+,crvd-5,crvd-5,crvd-5,crvd-5,N,,MOV,ASL_2011_07_19_Brady,103,3443,3473,,MOV
MAGAZINE,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,MAGAZINE,MAGAZINE+,10,B-L,10,B-L,N,,MOV,ASL_2008_02_01,56,2380,2420,,MOV
,Tyler,MAGAZINE,MAGAZINE+,L-X,B-L,L-X,B-L,N,,MOV,ASL_2008_06_10,8,1595,1652,,MOV
,Naomi,MAGAZINE,MAGAZINE+,L-X,B-L,L-X,B-L,N,MOV,MOV,ASL_2008_08_13_session2,11,2951,2985,MOV,MOV
,Brady,MAGAZINE,MAGAZINE+,L-X,B-L,L-X,B-L,N,,MOV,ASL_2011_06_14_Brady,53,3482,3526,,MOV
,Lana,MAGAZINE,MAGAZINE+,10,B-L,10,B-L,N,,MOV,ASL_2006_09_26,61,2184,2215,,MOV
MAGIC,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,MAGIC,MAGIC,S,S,5,5,N,,MOV,ASL_2008_02_01,56,2675,2707,,MOV
,Tyler,MAGIC,MAGIC,S,S,5,5,N,MOV,MOV,ASL_2008_06_10,8,1788,1818,MOV,MOV
,Naomi,MAGIC,MAGIC,A,A,5,5,N,,MOV,ASL_2008_08_13_session2,11,3360,3396,,MOV
,Brady,MAGIC,MAGIC,S,S,5,5,N,,MOV,ASL_2011_06_14_Brady,53,3735,3748,,MOV
MAGNET,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,MAGNET,MAGNET,crvd-sprd-B,flat-O,flat-O,flat-O,N,MOV,MOV,ASL_2008_02_01,56,3085,3126,MOV,MOV
,Naomi,MAGNET,MAGNET,crvd-sprd-B,flat-B,flat-O,flat-B,N,,MOV,ASL_2008_08_13_session2,11,3680,3710,,MOV
MAGNET,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Brady,MAGNET_2,MAGNET_2+,8,8,8,8,N,MOV,MOV,ASL_2011_06_14_Brady,53,4166,4200,MOV,MOV
MAGNET,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Tyler,MAGNET_3,MAGNET_3,5,B-L,8,B-L,N,MOV,MOV,ASL_2008_06_10,8,2057,2095,MOV,MOV
SPECIALTY,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,SPECIALTY,SPECIALTY,1,1,1,1,N,,MOV,ASL_2008_02_01,56,3990,4035,,MOV
,Naomi,SPECIALTY,SPECIALTY,1,1,1,1,N,MOV,MOV,ASL_2008_08_13_session2,11,4585,4612,MOV,MOV
,Brady,SPECIALTY,SPECIALTY,1,1,1,1,N,,MOV,ASL_2011_06_14_Brady,53,4916,4946,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Brady,SPECIALTY,(B)SPECIALTY,B-xd,1,B-xd,1,N,MOV,MOV,ASL_2011_07_19_Brady,44,584,609,MOV,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Tyler,SPECIALTY,(nd-B)SPECIALTY,1,B-xd,1,B-xd,N,MOV,MOV,ASL_2008_06_10,8,2890,2930,MOV,MOV
MAJOR,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,MAJOR,MAJOR,B-L,B-xd,B-L,B-xd,N,,MOV,ASL_2008_02_01,56,3400,3435,,MOV
,Tyler,MAJOR,MAJOR,B-xd,B-xd,B-xd,B-xd,N,MOV,MOV,ASL_2008_06_10,8,2328,2352,MOV,MOV
,Naomi,MAJOR,MAJOR,B-xd,B-xd,B-xd,B-xd,N,,MOV,ASL_2008_08_13_session2,11,3975,4000,,MOV
,Brady,MAJOR,MAJOR,B-xd,B-xd,B-xd,B-xd,N,,MOV,ASL_2011_06_14_Brady,53,4491,4516,,MOV
MINOR,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,MINOR,MINOR,B-xd,flat-B,B-xd,flat-B,N,MOV,MOV,ASL_2008_02_15,5,5992,6032,MOV,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Brady,MINOR,(1)MINOR,1,B,1,B,N,MOV,MOV,ASL_2011_07_19_Brady,2,3351,3380,MOV,MOV
PROFESSION,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,(P)PROFESSION,(P)PROFESSION,P/K,V/2,P/K,V/2,N,MOV,MOV,ASL_2010_08_10_Liz_additional_lexicon_signs,3,1345,1385,MOV,MOV
,Liz,(P)PROFESSION,(P)PROFESSION+,P/K,V/2,P/K,V/2,N,,MOV,ASL_2010_08_10_Liz_additional_lexicon_signs,3,1480,1520,,MOV
PRACTICE,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,PRACTICE,PRACTICE++,A,1,A,1,N,,MOV,ASL_2008_02_15,46,470,520,,MOV
,Brady,PRACTICE,PRACTICE+,10,1,10,1,N,MOV,MOV,ASL_2011_07_19_Brady,40,1006,1035,MOV,MOV
,Lana,PRACTICE,PRACTICE+,10,1,10,1,N,,MOV,ASL_2006_10_10,21,1985,2033,,MOV
,Dana,PRACTICE,PRACTICE++,A,1,A,1,N,,MOV,ASL_2007_05_24,23,2145,2214,,MOV
MAKE,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,MAKE,MAKE,S,S,S,S,N,,MOV,ASL_2008_02_01,57,285,325,,MOV
,Tyler,MAKE,MAKE,S,S,S,S,N,,MOV,ASL_2008_06_10,8,3217,3257,,MOV
,Naomi,MAKE,MAKE,S,S,S,S,N,MOV,MOV,ASL_2008_08_13_session2,11,4865,4895,MOV,MOV
,Brady,MAKE,MAKE,S,S,S,S,N,,MOV,ASL_2011_06_14_Brady,53,5150,5175,,MOV
,Lana,MAKE,MAKE+,S,S,S,S,N,,MOV,ASL_2006_10_10,16,1794,1814,,MOV
,Dana,MAKE,MAKE,S,S,S,S,N,,MOV,ASL_2007_05_24,19,1833,1896,,MOV
COFFEE,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,COFFEE,COFFEE+,S,S,S,S,N,,MOV,ASL_2008_01_11,82,901,965,,MOV
,Tyler,COFFEE,COFFEE+,S,S,S,S,N,,MOV,ASL_2008_05_12a,49,605,677,,MOV
,Naomi,COFFEE,COFFEE,S,S,S,S,N,MOV,MOV,ASL_2008_08_04,51,1080,1125,MOV,MOV
,Brady,COFFEE,COFFEE+,S,S,S,S,N,,MOV,ASL_2011_06_08_Brady,28,11926,11970,,MOV
,Lana,COFFEE,COFFEE+,S,S,S,S,N,,MOV,ASL_2006_10_10,5,2524,2580,,MOV
,Dana,COFFEE,COFFEE+,S,S,S,S,N,,MOV,ASL_2007_05_24,9,2717,2783,,MOV
ns-nat-MALAYSIA,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,ns-nat-MALAYSIA,ns-nat-MALAYSIA,B-L,B-L,B-L,B-L,N,,MOV,ASL_2008_02_01,57,720,780,,MOV
,Naomi,ns-nat-MALAYSIA,ns-nat-MALAYSIA,B-L,B-L,B-L,flat-B,N,MOV,MOV,ASL_2008_08_13_session2,12,345,395,MOV,MOV
,Brady,ns-nat-MALAYSIA,ns-nat-MALAYSIA,B-L,B-L,B-L,B-L,N,,MOV,ASL_2011_06_14_Brady,53,5402,5447,,MOV
HAIRCUT,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Tyler,HAIRCUT,HAIRCUT+++,V/2,V/2,U/H,U/H,N,MOV,MOV,ASL_2008_06_10,9,1547,1593,MOV,MOV
,Naomi,HAIRCUT,HAIRCUT+,V/2,V/2,U/H,U/H,N,,MOV,ASL_2008_08_13_session2,12,1230,1268,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Tyler,HAIRCUT,(2h)alt.HAIRCUT++,V/2,V/2,U/H,U/H,N,,MOV,ASL_2008_05_12a,20,3750,3807,,MOV
,Brady,HAIRCUT,(2h)alt.HAIRCUT++,V/2,V/2,V/2,V/2,N,MOV,MOV,ASL_2011_06_08_Brady,16,6793,6826,MOV,MOV
,Brady,HAIRCUT,(2h)alt.HAIRCUT++,V/2,V/2,U/H,U/H,N,,MOV,ASL_2011_06_14_Brady,53,6004,6036,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Liz,HAIRCUT,HAIRCUT_2+,V/2,V/2,U/H,U/H,N,MOV,MOV,ASL_2008_02_01,57,1365,1422,MOV,MOV
HAIRCUT/TRIM,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,HAIRCUT/TRIM,HAIRCUT/TRIM++,V/2,V/2,U/H,U/H,N,,MOV,ASL_2008_01_18,40,1145,1197,,MOV
,Liz,HAIRCUT/TRIM,HAIRCUT/TRIM,V/2,V/2,bent-U,bent-U,N,,MOV,ASL_2008_03_28,30,3161,3190,,MOV
,Tyler,HAIRCUT/TRIM,HAIRCUT/TRIM,V/2,V/2,U/H,U/H,N,MOV,MOV,ASL_2008_05_29a,20,1850,1892,MOV,MOV
,Brady,HAIRCUT/TRIM,HAIRCUT/TRIM++,V/2,V/2,U/H,U/H,N,,MOV,ASL_2011_06_14_Brady,17,3596,3632,,MOV
,Brady,HAIRCUT/TRIM,HAIRCUT/TRIM,V/2,V/2,U/H,U/H,N,,MOV,ASL_2011_07_22_Brady,19,1390,1411,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Naomi,HAIRCUT/TRIM,HAIRCUT/TRIM_2,V/2,V/2,U/H,U/H,N,MOV,MOV,ASL_2008_08_06,40,1885,1915,MOV,MOV
MAN,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,MAN,MAN,A,,5,,N,,MOV,ASL_2008_02_01,3,976,1032,,MOV
,Liz,MAN,MAN,A,,5,,N,,MOV,ASL_2010_08_10_Liz_additional_lexicon_signs,2,3615,3705,,MOV
,Naomi,MAN,MAN,A,,5,,N,MOV,MOV,ASL_2008_08_13,3,1825,1860,MOV,MOV
,Naomi,MAN,MAN,A,,5,,N,,MOV,ASL_2008_08_13_session2,12,1735,1770,,MOV
,Brady,MAN,MAN,A,,5,,N,,MOV,ASL_2011_06_14_Brady,25,446,471,,MOV
,Brady,MAN,MAN,A,,5,,N,,MOV,ASL_2011_06_14_Brady,53,6407,6432,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Liz,MAN,MAN-pl,A,,5,,N,MOV,MOV,ASL_2010_08_10_Liz_additional_lexicon_signs,2,3810,3865,MOV,MOV
,Brady,MAN,MAN-pl,A,,5,,N,,MOV,ASL_2011_06_14_Brady,54,712,751,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Liz,MAN,(5)MAN,5,,5,,N,,MOV,ASL_2008_02_01,57,1660,1715,,MOV
,Tyler,MAN,(5)MAN,5,,5,,N,,MOV,ASL_2008_06_10,9,1026,1065,,MOV
,Tyler,MAN,(5)MAN,5,,5,,N,MOV,MOV,ASL_2008_06_10,9,1861,1897,MOV,MOV
,Brady,MAN,(5)MAN,5,,5,,N,,MOV,ASL_2011_06_14_Brady,53,6262,6281,,MOV
,Lana,MAN,(5)MAN,5,,5,,N,,MOV,ASL_2006_01_20,22,1737,1781,,MOV
MAN,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Brady,MAN_2,MAN_2,B-L,,flat-O,,N,MOV,MOV,ASL_2011_06_14_Brady,53,5691,5722,MOV,MOV
WOMAN,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,WOMAN,WOMAN,A,,5,,N,,MOV,ASL_2008_02_01,43,1075,1115,,MOV
,Liz,WOMAN,WOMAN,A,,5,,N,MOV,MOV,ASL_2010_08_10_Liz_additional_lexicon_signs,4,1363,1421,MOV,MOV
,Naomi,WOMAN,WOMAN,A,,5,,N,,MOV,ASL_2008_08_13,36,668,698,,MOV
,Brady,WOMAN,WOMAN,A,,5,,N,,MOV,ASL_2011_06_14_Brady,46,1795,1814,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Tyler,WOMAN,(5)WOMAN,5,,5,,N,,MOV,ASL_2008_05_29b,16,605,635,,MOV
,Brady,WOMAN,(5)WOMAN,5,,5,,N,MOV,MOV,ASL_2011_07_22_Brady,32,889,901,MOV,MOV
,Brady,WOMAN,(5)WOMAN,5,,5,,N,,MOV,ASL_2011_07_22_Brady,46,912,929,,MOV
MANY,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,MANY,MANY,S,S,5,5,N,,MOV,ASL_2008_02_01,57,2866,2900,,MOV
,Tyler,MANY,MANY,S,S,5,5,N,MOV,MOV,ASL_2008_06_10,9,3628,3653,MOV,MOV
,Brady,MANY,MANY,S,S,5,5,N,,MOV,ASL_2011_06_14_Brady,54,2764,2785,,MOV
HOW-MANY/MANY,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,HOW-MANY/MANY,HOW-MANY/MANY,S,S,5,5,N,,MOV,ASL_2008_02_01,25,1870,1880,,MOV
,Tyler,HOW-MANY/MANY,HOW-MANY/MANY,S,S,crvd-5,crvd-5,N,,MOV,ASL_2008_05_29b,1,940,960,,MOV
,Naomi,HOW-MANY/MANY,HOW-MANY/MANY,S,S,5,5,N,MOV,MOV,ASL_2008_08_13,21,4286,4305,MOV,MOV
,Naomi,HOW-MANY/MANY,HOW-MANY/MANY,S,S,5,5,N,,MOV,ASL_2008_08_13_session2,12,3651,3691,,MOV
,Brady,HOW-MANY/MANY,HOW-MANY/MANY,S,S,crvd-5,crvd-5,N,,MOV,ASL_2011_06_14_Brady,37,5134,5153,,MOV
,Lana,HOW-MANY/MANY,HOW-MANY/MANY,S,S,5,5,N,,MOV,ASL_2006_01_20,22,1871,1905,,MOV
 ,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------,------------
,Liz,HOW-MANY/MANY,(1h)HOW-MANY/MANY,S,,5,,N,,MOV,ASL_2008_02_01,25,2420,2447,,MOV
,Naomi,HOW-MANY/MANY,(1h)HOW-MANY/MANY,S,,5,,N,MOV,MOV,ASL_2008_08_13,21,4767,4790,MOV,MOV
,Brady,HOW-MANY/MANY,(1h)HOW-MANY/MANY,S,,crvd-5,,N,,MOV,ASL_2011_06_14_Brady,37,5589,5609,,MOV
MARCHING,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,MARCHING,MARCHING+,4,4,4,4,N,,MOV,ASL_2008_02_01,57,3170,3222,,MOV
,Tyler,MARCHING,MARCHING++,4,4,4,4,N,MOV,MOV,ASL_2008_06_10,9,3849,3892,MOV,MOV
,Naomi,MARCHING,MARCHING++,5,4,4,4,N,,MOV,ASL_2008_08_13_session2,12,4027,4080,,MOV
,Brady,MARCHING,MARCHING+,5,5,5,5,N,,MOV,ASL_2011_06_14_Brady,54,3046,3073,,MOV
MARIJUANA,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,MARIJUANA,MARIJUANA++,F/9,,F/9,,N,,MOV,ASL_2008_02_01,58,575,625,,MOV
,Tyler,MARIJUANA,MARIJUANA+,F/9,,F/9,,N,MOV,MOV,ASL_2008_06_10,9,4032,4071,MOV,MOV
,Naomi,MARIJUANA,MARIJUANA++,F/9,,F/9,,N,,MOV,ASL_2008_08_13_session2,12,4295,4345,,MOV
,Brady,MARIJUANA,MARIJUANA+,F/9,,F/9,,N,,MOV,ASL_2011_06_14_Brady,54,3274,3308,,MOV
MARRY,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,MARRY,MARRY,crvd-5,crvd-B,crvd-B,crvd-B,N,,MOV,ASL_2008_02_01,58,799,853,,MOV
,Liz,MARRY,MARRY,crvd-B,crvd-B,crvd-B,crvd-B,N,,MOV,ASL_2008_02_01,58,1290,1330,,MOV
,Tyler,MARRY,MARRY,crvd-B,crvd-B,crvd-B,crvd-B,N,,MOV,ASL_2008_06_10,10,445,483,,MOV
,Tyler,MARRY,MARRY,crvd-B,crvd-B,crvd-B,crvd-B,N,,MOV,ASL_2008_06_10,10,895,930,,MOV
,Naomi,MARRY,MARRY,crvd-B,crvd-B,crvd-B,crvd-B,N,MOV,MOV,ASL_2008_08_13_session2,13,261,290,MOV,MOV
,Naomi,MARRY,MARRY,crvd-B,crvd-B,crvd-B,crvd-B,N,,MOV,ASL_2008_08_13_session2,13,645,680,,MOV
,Brady,MARRY,MARRY,crvd-B,crvd-B,crvd-B,crvd-B,N,,MOV,ASL_2011_06_14_Brady,54,3492,3527,,MOV
,Brady,MARRY,MARRY,crvd-B,crvd-B,crvd-B,crvd-B,N,,MOV,ASL_2011_06_14_Brady,54,3733,3754,,MOV
,Lana,MARRY,MARRY,crvd-B,crvd-B,crvd-B,crvd-B,N,,MOV,ASL_2006_10_10,16,2025,2042,,MOV
,Dana,MARRY,MARRY,crvd-B,crvd-B,crvd-B,crvd-B,N,,MOV,ASL_2007_05_24,19,2112,2155,,MOV
VIRGIN-MARY,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
,Liz,VIRGIN-MARY,VIRGIN-MARY,bent-M,,bent-M,,N,MOV,MOV,ASL_2008_02_01,58,1630,1697,MOV,MOV
,Naomi,VIRGIN-MARY,VIRGIN-MARY,bent-M,,bent-M,,N,,MOV,ASL_2008_08_13_session2,13,955,990,,MOV
VIRGIN+fs-MARY,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============,============
