consultant,gloss,gloss_variant,session,scene,start,end
Liz,INTERESTING,INTERESTING,ASL_2008_02_01,34,276,310
Tyler,INTERESTING,INTERESTING,ASL_2008_05_29b,7,4465,4490
Naomi,INTERESTING,INTERESTING,ASL_2008_08_13,27,3150,3172
Brady,INTERESTING,INTERESTING,ASL_2011_06_14_Brady,41,975,994
Liz,(L-X)INTERESTING,(L-X)INTERESTING,ASL_2008_02_01,34,655,692
Tyler,(L-X)INTERESTING,(L-X)INTERESTING,ASL_2008_05_29b,8,285,310
Naomi,(L-X)INTERESTING,(L-X)INTERESTING,ASL_2008_08_13,28,253,266
Brady,(L-X)INTERESTING,(L-X)INTERESTING,ASL_2011_06_14_Brady,41,1189,1207
Liz,INTERPRET,INTERPRET+,ASL_2008_02_01,34,1391,1425
Tyler,INTERPRET,INTERPRET++,ASL_2008_05_29b,8,887,920
Naomi,INTERPRET,INTERPRET+++,ASL_2008_08_13,28,1097,1147
Brady,INTERPRET,INTERPRET+,ASL_2011_06_14_Brady,41,1678,1713
Lana,INTERPRET,INTERPRET+,ASL_2006_09_26,61,1750,1779
Liz,INTERRUPT,INTERRUPT,ASL_2008_02_01,34,1627,1665
Tyler,INTERRUPT,INTERRUPT,ASL_2008_05_29b,8,1055,1080
Naomi,INTERRUPT,INTERRUPT,ASL_2008_08_13,28,1367,1393
Brady,INTERRUPT,INTERRUPT-1p,ASL_2011_06_14_Brady,41,2179,2208
Liz,BOTHER,BOTHER++,ASL_2008_01_11,41,866,905
Liz,BOTHER,BOTHER+,ASL_2008_01_18,20,740,785
Naomi,BOTHER,BOTHER,ASL_2008_08_06,20,412,440
Brady,BOTHER,BOTHER-1p++,ASL_2011_06_08_Brady,36,3027,3074
Liz,PSYCHOLOGY,PSYCHOLOGY+,ASL_2008_02_15,51,1092,1132
Tyler,PSYCHOLOGY,PSYCHOLOGY++,ASL_2008_05_12b,19,717,781
Brady,PSYCHOLOGY,PSYCHOLOGY+,ASL_2011_07_19_Brady,46,87,109
Liz,CREATE/PRETEND,CREATE/PRETEND,ASL_2008_02_01,34,2361,2400
Liz,CREATE/PRETEND,CREATE/PRETEND,ASL_2008_02_15,47,2420,2455
Liz,CREATE/PRETEND,CREATE/PRETEND,ASL_2010_08_10_Liz_additional_lexicon_signs,28,1997,2036
Naomi,CREATE/PRETEND,CREATE/PRETEND,ASL_2008_08_13,28,2232,2255
Tyler,CREATE/PRETEND,(2h)alt.CREATE/PRETEND,ASL_2008_05_29b,8,1702,1730
Liz,ns-IRAQ,ns-IRAQ,ASL_2008_02_01,35,482,525
Naomi,ns-IRAQ,ns-IRAQ,ASL_2008_08_13,29,387,425
Brady,ns-IRAQ,ns-IRAQ,ASL_2011_06_14_Brady,41,4127,4168
Liz,ns-IRELAND,ns-IRELAND,ASL_2008_02_01,35,720,761
Tyler,ns-IRELAND,ns-IRELAND,ASL_2008_05_29b,9,1412,1445
Naomi,ns-IRELAND,ns-IRELAND,ASL_2008_08_13,29,675,713
Brady,ns-IRELAND,ns-IRELAND,ASL_2011_06_14_Brady,41,5140,5165
Brady,ISOLATED,ISOLATED+,ASL_2011_06_14_Brady,40,1035,1075
Liz,ISOLATED,ISOLATED_2+,ASL_2008_02_01,31,1425,1490
Tyler,ISOLATED,ISOLATED_2+,ASL_2008_05_29b,6,1656,1705
Liz,TALK-TO-SELF,TALK-TO-SELF+,ASL_2008_02_01,35,3945,4012
Liz,ns-ISRAEL,ns-ISRAEL,ASL_2008_02_01,35,4276,4326
Tyler,ns-ISRAEL,ns-ISRAEL,ASL_2008_05_29b,9,4716,4742
Naomi,ns-ISRAEL,ns-ISRAEL,ASL_2008_08_13,29,4772,4805
Brady,ns-ISRAEL,ns-ISRAEL,ASL_2011_06_14_Brady,42,3080,3109
Liz,JEWISH,JEWISH+,ASL_2008_02_01,36,255,282
Liz,JEWISH,JEWISH+,ASL_2010_08_10_Liz_additional_lexicon_signs,30,3106,3145
Tyler,JEWISH,JEWISH++,ASL_2008_05_29b,9,5510,5552
Naomi,JEWISH,JEWISH+,ASL_2008_08_13,29,5007,5037
Brady,JEWISH,JEWISH+,ASL_2011_06_14_Brady,42,3280,3307
Brady,JEWISH,JEWISH+,ASL_2011_06_14_Brady,43,1850,1871
Lana,JEWISH,JEWISH+,ASL_2006_10_10,15,2357,2387
Dana,JEWISH,JEWISH++,ASL_2007_05_24,18,2338,2397
Liz,ns-nat-ISTANBUL,ns-nat-ISTANBUL,ASL_2008_02_01,36,431,487
Brady,ns-nat-ISTANBUL,ns-nat-ISTANBUL,ASL_2011_06_14_Brady,42,3836,3870
Liz,ANYWAY/NOT-MATTER,ANYWAY/NOT-MATTER+,ASL_2008_02_01,36,685,726
Liz,ANYWAY/NOT-MATTER,ANYWAY/NOT-MATTER,ASL_2010_08_10_Liz_additional_lexicon_signs,23,1590,1638
Tyler,ANYWAY/NOT-MATTER,ANYWAY/NOT-MATTER++,ASL_2008_05_29b,10,820,857
Naomi,ANYWAY/NOT-MATTER,ANYWAY/NOT-MATTER+,ASL_2008_08_13,30,1335,1375
Brady,ANYWAY/NOT-MATTER,ANYWAY/NOT-MATTER+,ASL_2011_06_08_Brady,12,4106,4136
Liz,ns-ITALY,ns-ITALY,ASL_2008_02_01,36,1161,1211
Liz,ns-ITALY,ns-ITALY,ASL_2010_08_10_Liz_additional_lexicon_signs,22,149,201
Tyler,ns-ITALY,ns-ITALY,ASL_2008_05_29b,10,1245,1275
Naomi,ns-ITALY,ns-ITALY,ASL_2008_08_13,30,1815,1848
Brady,ns-ITALY,ns-ITALY,ASL_2011_06_14_Brady,42,5566,5595
Liz,ns-nat-ITALY,ns-nat-ITALY,ASL_2008_02_01,36,920,960
Naomi,ns-nat-ITALY,ns-nat-ITALY,ASL_2008_08_13,30,1583,1611
Brady,ns-nat-ITALY,ns-nat-ITALY,ASL_2011_06_14_Brady,42,5346,5378
Liz,J,J,ASL_2008_02_01,36,1405,1450
Tyler,J,J,ASL_2008_05_29b,10,2150,2181
Brady,J,J,ASL_2011_06_14_Brady,42,5765,5785
Liz,ns-nat-JAMAICA,ns-nat-JAMAICA,ASL_2008_02_01,36,1651,1700
Tyler,ns-nat-JAMAICA,ns-nat-JAMAICA,ASL_2008_05_29b,10,2360,2385
Naomi,ns-nat-JAMAICA,ns-nat-JAMAICA,ASL_2008_08_13,30,2367,2392
Brady,ns-nat-JAMAICA,ns-nat-JAMAICA,ASL_2011_06_14_Brady,42,9200,9217
Liz,ns-nat-JAPAN,ns-nat-JAPAN,ASL_2008_02_01,36,1880,1915
Tyler,ns-nat-JAPAN,ns-nat-JAPAN,ASL_2008_05_29b,10,2545,2585
Naomi,ns-nat-JAPAN,ns-nat-JAPAN,ASL_2008_08_13,30,2565,2585
Brady,ns-nat-JAPAN,ns-nat-JAPAN,ASL_2011_06_14_Brady,42,8766,8777
Liz,JAW,JAW,ASL_2008_02_01,36,2260,2312
Tyler,JAW,JAW+,ASL_2008_05_29b,10,2910,2981
Naomi,JAW,JAW+,ASL_2008_08_13,30,2890,2955
Brady,JAW,JAW,ASL_2011_06_14_Brady,42,9682,9720
Liz,JEALOUS,JEALOUS,ASL_2008_02_01,36,2550,2582
Tyler,JEALOUS,JEALOUS,ASL_2008_05_29b,10,3250,3275
Naomi,JEALOUS,JEALOUS,ASL_2008_08_13,30,3185,3197
Brady,JEALOUS,JEALOUS,ASL_2011_06_14_Brady,42,9921,9932
Liz,JELLY,JELLY+,ASL_2008_02_01,37,956,1016
Tyler,JELLY,JELLY++,ASL_2008_05_29b,11,386,435
Naomi,JELLY,JELLY+,ASL_2008_08_13,31,335,386
Brady,fs-JELLY,fs-JELLY,ASL_2011_06_14_Brady,42,10155,10179
Liz,ns-nat-JERUSALEM,ns-nat-JERUSALEM,ASL_2008_02_01,37,1216,1260
Naomi,ns-nat-JERUSALEM,ns-nat-JERUSALEM,ASL_2008_08_13,31,645,662
Liz,ns-JESUS,ns-JESUS,ASL_2008_02_01,37,1507,1545
Tyler,ns-JESUS,ns-JESUS,ASL_2008_05_29b,11,1232,1270
Naomi,ns-JESUS,ns-JESUS,ASL_2008_08_13,31,930,957
Brady,ns-JESUS,ns-JESUS,ASL_2011_06_14_Brady,43,314,338
Brady,ns-JESUS,ns-JESUS,ASL_2011_07_22_Brady,40,1065,1093
Liz,JEWELRY,JEWELRY+,ASL_2008_02_01,37,1921,1964
Naomi,JEWELRY,JEWELRY,ASL_2008_08_13,31,1238,1262
Brady,fs-JEWELRY,fs-JEWELRY,ASL_2011_06_14_Brady,43,2782,2838
Liz,WORK,WORK+,ASL_2008_02_01,37,2425,2466
Liz,WORK,WORK++,ASL_2008_03_28,44,1930,1984
Tyler,WORK,WORK+++,ASL_2008_05_29a,1,237,300
Tyler,WORK,WORK++,ASL_2008_05_29b,11,1732,1771
Naomi,WORK,WORK+,ASL_2008_08_13,31,1727,1760
Brady,WORK,WORK++,ASL_2011_06_14_Brady,43,4795,4818
Brady,WORK,WORK++,ASL_2011_07_22_Brady,32,2308,2344
Lana,WORK,WORK+,ASL_2006_09_26,61,3109,3144
Liz,DUTY,DUTY+,ASL_2008_01_18,26,1585,1620
Naomi,DUTY,DUTY+,ASL_2008_08_06,26,2465,2500
Brady,DUTY,DUTY+,ASL_2011_06_14_Brady,9,1693,1707
Liz,ns-nat-JORDAN,ns-nat-JORDAN,ASL_2008_02_01,37,3059,3105
Brady,ns-fs-JORDAN,ns-fs-JORDAN,ASL_2011_06_14_Brady,43,5924,5968
Liz,JUMP,JUMP,ASL_2008_02_01,38,2430,2495
Tyler,JUMP,JUMP,ASL_2008_05_29b,12,955,990
Naomi,JUMP,JUMP,ASL_2008_08_13,32,1167,1202
Brady,JUMP,JUMP,ASL_2011_06_14_Brady,43,9912,9940
Liz,JUMP-FORWARD,JUMP-FORWARD,ASL_2008_02_01,38,2955,3005
Tyler,JUMP-FORWARD,JUMP-FORWARD,ASL_2008_05_29b,12,1225,1252
Naomi,JUMP-FORWARD,JUMP-FORWARD,ASL_2008_08_13,32,857,895
Naomi,JUMP-FORWARD,JUMP-FORWARD,ASL_2008_08_13,32,1498,1528
Brady,JUMP-FORWARD,JUMP-FORWARD,ASL_2011_06_14_Brady,43,11338,11363
Brady,JUMP-FORWARD,JUMP-FORWARD,ASL_2011_06_14_Brady,43,11593,11623
Liz,JUMPROPE,JUMPROPE+,ASL_2008_02_01,38,3300,3362
Tyler,JUMPROPE,JUMPROPE++,ASL_2008_05_29b,12,1401,1480
Naomi,JUMPROPE,JUMPROPE++,ASL_2008_08_13,32,1810,1900
Brady,JUMPROPE,JUMPROPE+,ASL_2011_06_14_Brady,44,264,309
Liz,JUNIOR,JUNIOR+,ASL_2008_02_01,38,3622,3687
Naomi,JUNIOR,JUNIOR++,ASL_2008_08_13,32,2185,2230
Brady,JUNIOR,JUNIOR+,ASL_2011_06_14_Brady,44,522,609
Tyler,JUNIOR_2,JUNIOR_2+++,ASL_2008_05_29b,12,1691,1745
Brady,JUNIOR_2,JUNIOR_2++,ASL_2011_06_14_Brady,44,789,821
Liz,JUNIOR_3,JUNIOR_3+,ASL_2008_02_01,38,4041,4110
Naomi,JUNIOR_3,JUNIOR_3+,ASL_2008_08_13,32,2492,2523
Tyler,JUNIOR_3,(rd)JUNIOR_3++,ASL_2008_05_29b,12,1985,2022
Liz,KANGAROO,KANGAROO++,ASL_2008_02_01,38,5006,5066
Tyler,KANGAROO,KANGAROO++,ASL_2008_05_29b,12,2390,2435
Naomi,KANGAROO,KANGAROO+,ASL_2008_08_13,32,2800,2845
Brady,KANGAROO,KANGAROO++,ASL_2011_06_14_Brady,44,1247,1291
Liz,KARATE,KARATE,ASL_2008_02_01,39,540,580
Tyler,KARATE,KARATE,ASL_2008_05_29b,12,2846,2880
Naomi,KARATE,KARATE,ASL_2008_08_13,32,3505,3535
Brady,KARATE,KARATE,ASL_2011_06_14_Brady,44,1709,1734
Liz,KEY,KEY+,ASL_2008_02_01,40,845,900
Liz,KEY,KEY+,ASL_2008_03_28,42,3851,3900
Tyler,KEY,KEY+,ASL_2008_05_29b,13,3385,3420
Naomi,KEY,KEY++,ASL_2008_08_13,33,2492,2540
Brady,KEY,KEY,ASL_2011_06_14_Brady,44,4688,4718
Brady,KEY,KEY++,ASL_2011_07_22_Brady,30,2339,2376
Liz,K,K,ASL_2008_02_01,40,1235,1300
Tyler,K,K,ASL_2008_05_29b,13,3630,3660
Naomi,K,K,ASL_2008_08_13,33,3735,3775
Brady,K,K,ASL_2011_06_14_Brady,44,1016,1040
Liz,KICK,KICK,ASL_2008_02_01,40,1480,1516
Liz,KICK,KICK++,ASL_2008_02_29,37,1300,1340
Naomi,KICK,KICK,ASL_2008_08_13,33,4065,4082
Brady,KICK,KICK,ASL_2011_06_14_Brady,44,5230,5250
Brady,KICK,KICK+,ASL_2011_07_19_Brady,89,2203,2235
Tyler,KICK,(K)KICK,ASL_2008_05_29b,13,3855,3886
Liz,KID,KID,ASL_2008_02_01,41,260,295
Tyler,KID,KID,ASL_2008_05_29b,13,4011,4045
Naomi,KID,KID,ASL_2008_08_13,33,4477,4493
Brady,KID,KID,ASL_2011_06_14_Brady,44,5663,5687
Liz,KILL,KILL,ASL_2010_08_10_Liz_additional_lexicon_signs,11,5061,5100
Brady,KILL,KILL,ASL_2011_06_14_Brady,44,6459,6474
Brady,KILL,KILL,ASL_2011_06_14_Brady,44,6723,6737
Liz,KILL,(K)KILL,ASL_2008_02_01,41,505,547
Tyler,KILL,(K)KILL,ASL_2008_05_29b,14,225,251
Naomi,KILL,(K)KILL,ASL_2008_08_13,34,292,318
Liz,KIND,KIND,ASL_2008_02_01,41,1320,1382
Tyler,KIND,KIND,ASL_2008_05_29b,14,1180,1221
Naomi,KIND,KIND,ASL_2008_08_13,34,1952,1983
Brady,KIND,KIND,ASL_2011_06_14_Brady,45,176,215
Liz,KING,KING,ASL_2008_02_01,41,1900,1956
Tyler,KING,KING,ASL_2008_05_29b,14,1650,1690
Naomi,KING,KING,ASL_2008_08_13,34,2715,2747
Brady,KING,KING,ASL_2011_06_14_Brady,45,1586,1622
Liz,QUEEN,QUEEN,ASL_2008_02_29,4,1055,1105
Brady,QUEEN,QUEEN,ASL_2011_07_19_Brady,48,2429,2462
Liz,PRINCE,PRINCE,ASL_2008_02_15,48,2005,2045
Brady,PRINCE,PRINCE,ASL_2011_07_19_Brady,42,1305,1329
Liz,PRINCESS,PRINCESS,ASL_2008_02_15,48,2250,2310
Brady,PRINCESS,PRINCESS,ASL_2011_07_19_Brady,42,1504,1533
Liz,LORD,LORD,ASL_2008_02_01,54,275,325
Tyler,LORD,LORD,ASL_2008_06_10,5,4588,4631
Naomi,LORD,LORD,ASL_2008_08_13_session2,8,3726,3760
Brady,LORD,LORD,ASL_2011_06_14_Brady,52,1148,1170
Liz,LORD-GOD,LORD-GOD,ASL_2008_02_01,54,590,636
Naomi,LORD-GOD,LORD-GOD,ASL_2008_08_13_session2,9,461,505
Brady,LORD-GOD,LORD-GOD,ASL_2011_07_22_Brady,46,3171,3193
Tyler,CHRIST,CHRIST,ASL_2008_05_12a,46,1245,1270
Brady,CHRIST,CHRIST,ASL_2011_06_08_Brady,27,11978,12000
Liz,ROYAL,ROYAL,ASL_2008_02_29,19,1460,1525
Brady,ROYAL,ROYAL,ASL_2011_07_19_Brady,69,1440,1466
Liz,KISS,KISS,ASL_2008_02_01,41,2420,2460
Tyler,KISS,KISS,ASL_2008_05_29b,14,2121,2150
Naomi,KISS,KISS,ASL_2008_08_13,34,4215,4248
Brady,KISS,KISS,ASL_2011_06_14_Brady,45,2035,2057
Tyler,KITE,KITE,ASL_2008_05_29a,25,2701,2766
Tyler,KITE,KITE,ASL_2008_05_29b,14,2565,2597
Naomi,KITE,KITE,ASL_2008_08_13,34,4763,4795
Brady,KITE,KITE,ASL_2011_06_14_Brady,20,5960,5988
Liz,KITE,(rd)KITE,ASL_2008_02_01,41,3045,3120
Brady,KITE,(rd)KITE,ASL_2011_06_14_Brady,45,2771,2819
Liz,KNEELING,KNEELING,ASL_2008_02_01,42,483,535
Naomi,KNEELING,KNEELING,ASL_2008_08_13,35,365,435
Brady,KNEELING,KNEELING,ASL_2011_06_14_Brady,45,2986,3022
Liz,PROTESTANT,PROTESTANT+,ASL_2008_02_15,50,2565,2630
Tyler,PROTESTANT,PROTESTANT+,ASL_2008_05_29b,15,302,331
Brady,PROTESTANT,PROTESTANT++,ASL_2011_07_19_Brady,41,1648,1689
Brady,PROTESTANT,PROTESTANT+,ASL_2011_07_19_Brady,45,1158,1181
Liz,PRESBYTERIAN,PRESBYTERIAN+,ASL_2008_02_15,47,756,800
Liz,KNEEL,KNEEL,ASL_2008_02_01,42,252,300
Tyler,KNEEL,KNEEL,ASL_2008_05_29b,14,2816,2855
Naomi,KNEEL,KNEEL,ASL_2008_08_13,34,5056,5100
Brady,KNEEL,KNEEL,ASL_2011_06_14_Brady,45,4141,4194
Liz,KNIFE,KNIFE+,ASL_2008_02_01,42,785,825
Naomi,KNIFE,KNIFE+,ASL_2008_08_13,35,660,696
Brady,KNIFE,KNIFE+,ASL_2011_06_14_Brady,45,4516,4545
Dana,KNIFE,KNIFE_2+,ASL_2007_05_24,18,2063,2127
Liz,KNIFE,(U)KNIFE+,ASL_2008_02_01,42,1051,1091
Tyler,KNIFE,(U)KNIFE++,ASL_2008_05_29b,15,556,605
Naomi,KNIFE,(U)KNIFE+,ASL_2008_08_13,35,912,952
Brady,KNIFE,(U)KNIFE+,ASL_2011_06_14_Brady,45,4733,4764
Liz,KNOCK,KNOCK+,ASL_2008_02_01,42,1332,1372
Naomi,KNOCK,KNOCK+,ASL_2008_08_13,35,1190,1225
Brady,KNOCK,KNOCK+,ASL_2011_06_14_Brady,45,5001,5023
Tyler,KNOCK,KNOCK_2++,ASL_2008_05_29b,15,1000,1035
Liz,KNOW,KNOW+,ASL_2008_02_01,42,1550,1580
Liz,KNOW,KNOW+,ASL_2010_08_10_Liz_additional_lexicon_signs,27,2105,2155
Tyler,KNOW,KNOW++,ASL_2008_05_29b,15,1175,1211
Naomi,KNOW,KNOW++,ASL_2008_08_13,35,1428,1466
Brady,KNOW,KNOW++,ASL_2011_06_14_Brady,16,268,302
Brady,KNOW,KNOW++,ASL_2011_06_14_Brady,45,5224,5248
Lana,KNOW,KNOW+,ASL_2006_01_20,22,1604,1643
Liz,KNOW+(1h)NEG,KNOW+(1h)NEG,ASL_2008_01_18,22,919,955
Tyler,KNOW+(1h)NEG,KNOW+(1h)NEG,ASL_2008_05_29a,2,1235,1255
Naomi,KNOW+(1h)NEG,KNOW+(1h)NEG,ASL_2008_08_06,22,838,850
Brady,KNOW+(1h)NEG,KNOW+(1h)NEG,ASL_2011_06_08_Brady,38,1511,1523
Brady,KNOW+(1h)NEG,KNOW+(1h)NEG,ASL_2011_06_14_Brady,45,5739,5753
Lana,KNOW+(1h)NEG,KNOW+(1h)NEG,ASL_2006_10_10,7,1031,1066
Dana,KNOW+(1h)NEG,KNOW+(1h)NEG,ASL_2007_05_24,11,1086,1127
Liz,KNOW-THAT,KNOW-THAT,ASL_2008_02_01,42,1800,1835
Naomi,KNOW-THAT,KNOW-THAT,ASL_2008_08_13,35,1663,1688
Lana,KNOW-THAT,KNOW-THAT,ASL_2006_10_10,15,2641,2664
Tyler,KNOW++THAT,KNOW++THAT,ASL_2008_05_29b,15,1417,1445
Dana,KNOW++THAT,KNOW+THAT,ASL_2007_05_24,18,2613,2645
Liz,ns-nat-KOREA,ns-nat-KOREA,ASL_2008_02_01,42,2120,2187
Tyler,ns-nat-KOREA,ns-nat-KOREA,ASL_2008_05_29b,15,1640,1665
Naomi,ns-nat-KOREA,ns-nat-KOREA,ASL_2008_08_13,35,1933,1965
Brady,ns-nat-KOREA,ns-nat-KOREA,ASL_2011_06_14_Brady,45,6014,6043
Liz,L,L,ASL_2008_02_01,42,3760,3805
Tyler,L,L,ASL_2008_05_29b,15,2640,2671
Naomi,L,L,ASL_2008_08_13,35,3180,3225
Brady,L,L,ASL_2011_06_14_Brady,45,6282,6310
Liz,LADDER,LADDER+,ASL_2008_02_29,17,1385,1487
Tyler,LADDER,LADDER++,ASL_2008_05_29b,15,2845,2901
Naomi,LADDER,LADDER+,ASL_2008_08_13,35,3482,3535
Brady,LADDER,LADDER++,ASL_2011_06_14_Brady,46,975,1018
Brady,CLIMBING-ROCKS,CLIMBING-ROCKS++,ASL_2011_07_19_Brady,61,2160,2210
Liz,LAID-UP,LAID-UP,ASL_2008_02_01,43,1372,1441
Naomi,LAID-UP,LAID-UP,ASL_2008_08_13,36,918,953
Brady,LAID-UP,LAID-UP,ASL_2011_06_14_Brady,46,2466,2484
Tyler,LANTERN,LANTERN,ASL_2008_05_29b,16,1621,1655
Liz,LANTERN,(Y)LANTERN,ASL_2008_02_01,43,2585,2662
Brady,LANTERN,(Y)LANTERN,ASL_2011_06_14_Brady,46,4011,4029
Liz,LAP,LAP+,ASL_2008_02_01,43,2927,3014
Tyler,LAP,LAP+,ASL_2008_05_29b,16,1960,2002
Naomi,LAP,LAP+,ASL_2008_08_13,36,2867,2900
Brady,LAP,LAP+,ASL_2011_06_14_Brady,46,4271,4311
Liz,LAPTOP,LAPTOP+,ASL_2008_02_01,43,3261,3320
Tyler,LAPTOP,LAPTOP,ASL_2008_05_29b,16,2220,2250
Naomi,LAPTOP,LAPTOP+,ASL_2008_08_13,36,3153,3180
Brady,LAPTOP,LAPTOP+,ASL_2011_06_14_Brady,46,4506,4540
Liz,LAST,LAST,ASL_2008_02_01,44,895,935
Tyler,LAST,LAST,ASL_2008_05_29b,17,797,815
Naomi,LAST,LAST,ASL_2008_08_13,37,2208,2225
Brady,LAST,LAST,ASL_2011_06_14_Brady,46,4970,4983
Liz,LAUGH,LAUGH+,ASL_2008_02_01,44,1595,1630
Tyler,LAUGH,LAUGH++,ASL_2008_05_29b,17,1791,1826
Naomi,LAUGH,LAUGH++,ASL_2008_08_13,37,3815,3857
Brady,LAUGH,LAUGH+,ASL_2011_06_14_Brady,47,1777,1811
Tyler,LAUGH,(1h)LAUGH++,ASL_2008_05_12a,46,1786,1820
Liz,LAZY,LAZY+,ASL_2008_02_01,44,2482,2535
Tyler,LAZY,LAZY++,ASL_2008_05_29b,17,2421,2485
Naomi,LAZY,LAZY,ASL_2008_08_13,37,4640,4672
Brady,LAZY,LAZY++,ASL_2011_06_14_Brady,47,3200,3237
Lana,LAZY,LAZY+,ASL_2006_10_10,16,1024,1070
Dana,LAZY,LAZY+,ASL_2007_05_24,19,977,1030
Liz,LEAF,LEAF+,ASL_2008_02_01,45,346,407
Tyler,LEAF,LEAF++,ASL_2008_05_29b,17,2691,2735
Naomi,LEAF,LEAF+,ASL_2008_08_13,37,4940,4980
Brady,LEAF,LEAF++,ASL_2011_06_14_Brady,47,3731,3770
Liz,LEARN,LEARN,ASL_2008_02_01,45,592,627
Tyler,LEARN,LEARN,ASL_2008_05_29b,18,297,325
Naomi,LEARN,LEARN,ASL_2008_08_13_session2,1,370,392
Brady,LEARN,LEARN,ASL_2011_06_14_Brady,47,3963,3987
Lana,LEARN,LEARN,ASL_2006_10_10,15,2762,2794
Dana,LEARN,LEARN,ASL_2007_05_24,18,2746,2774
Liz,LEATHER,LEATHER+,ASL_2008_02_01,45,1330,1385
Naomi,LEATHER,LEATHER+,ASL_2008_08_13_session2,1,1125,1160
Liz,(L)LEATHER,(L)LEATHER+,ASL_2008_02_01,45,1010,1060
Tyler,(L)LEATHER,(L)LEATHER++,ASL_2008_05_29b,18,471,525
Naomi,(L)LEATHER,(L)LEATHER+,ASL_2008_08_13_session2,1,865,902
Brady,(L)LEATHER,(L)LEATHER++,ASL_2011_06_14_Brady,47,4196,4240
Liz,LEAVE,LEAVE,ASL_2008_02_01,45,1657,1690
Tyler,LEAVE,LEAVE,ASL_2008_05_29b,18,1320,1350
Naomi,LEAVE,LEAVE,ASL_2008_08_13_session2,1,1655,1680
Brady,LEAVE,LEAVE,ASL_2011_06_14_Brady,47,4974,4996
Liz,ns-nat-LEBANON,ns-nat-LEBANON,ASL_2008_02_01,45,2505,2550
Liz,LECTURE,LECTURE+,ASL_2008_02_01,45,2787,2820
Tyler,LECTURE,LECTURE+,ASL_2008_05_29b,18,2040,2095
Naomi,LECTURE,LECTURE+,ASL_2008_08_13_session2,1,3992,4035
Brady,LECTURE,LECTURE+,ASL_2011_06_08_Brady,16,411,432
Brady,LECTURE,LECTURE++,ASL_2011_06_14_Brady,47,5824,5852
Dana,LECTURE,LECTURE+,ASL_2007_05_24,19,1250,1308
Liz,LEAVE-THERE,LEAVE-THERE,ASL_2008_02_01,45,3315,3345
Tyler,LEAVE-THERE,LEAVE-THERE,ASL_2008_05_29b,18,3317,3337
Naomi,LEAVE-THERE,LEAVE-THERE,ASL_2008_08_13_session2,1,4492,4512
Brady,LEAVE-THERE,LEAVE-THERE,ASL_2011_06_14_Brady,47,6059,6080
Lana,LEAVE-THERE,LEAVE-THERE,ASL_2006_10_10,16,236,253
Dana,LEAVE-THERE,LEAVE-THERE,ASL_2007_05_24,19,168,214
Liz,LEFT,LEFT,ASL_2008_02_01,45,3560,3595
Tyler,LEFT,LEFT,ASL_2008_05_29b,18,3650,3672
Naomi,LEFT,LEFT,ASL_2008_08_13_session2,1,4682,4700
Brady,LEFT,LEFT,ASL_2011_06_14_Brady,48,228,241
Lana,LEFT,LEFT,ASL_2006_10_10,16,1663,1686
Dana,LEFT,LEFT,ASL_2007_05_24,19,1687,1731
Liz,LEG,LEG,ASL_2008_02_01,46,302,345
Tyler,LEG,LEG++,ASL_2008_05_29b,18,3900,3945
Naomi,LEG,LEG,ASL_2008_08_13_session2,1,4986,5020
Brady,LEG,LEG,ASL_2011_06_14_Brady,48,1588,1628
Liz,LEMON,LEMON+,ASL_2008_02_01,46,895,925
Tyler,LEMON,LEMON+,ASL_2008_05_29b,19,1120,1162
Naomi,LEMON,LEMON+,ASL_2008_08_13_session2,2,575,592
Brady,LEMON,LEMON+,ASL_2011_06_14_Brady,48,2046,2078
Liz,LESS,LESS,ASL_2008_02_01,47,412,445
Liz,LESS,LESS,ASL_2008_02_01,55,777,820
Tyler,LESS,LESS,ASL_2008_05_29b,19,1815,1841
Tyler,LESS,LESS,ASL_2008_06_10,6,4115,4141
Naomi,LESS,LESS,ASL_2008_08_13_session2,2,1675,1705
Naomi,LESS,LESS,ASL_2008_08_13_session2,9,3666,3705
Brady,LESS,LESS,ASL_2011_06_14_Brady,48,3255,3281
Brady,LESS,LESS,ASL_2011_06_14_Brady,52,7059,7093
Dana,LESS,LESS,ASL_2007_05_24,11,278,321
Liz,LIBRARY,LIBRARY+,ASL_2008_02_01,48,1460,1505
Tyler,LIBRARY,LIBRARY+,ASL_2008_05_29b,20,1227,1285
Naomi,LIBRARY,LIBRARY+,ASL_2008_08_13_session2,3,1581,1642
Brady,LIBRARY,LIBRARY+,ASL_2011_06_14_Brady,48,5855,5890
Lana,LIBRARY,LIBRARY+,ASL_2006_09_26,61,1856,1895
Liz,LICENSE,LICENSE+,ASL_2008_02_01,48,1745,1780
Tyler,LICENSE,LICENSE,ASL_2008_05_29b,20,1500,1517
Naomi,LICENSE,LICENSE+,ASL_2008_08_13_session2,3,1900,1935
Brady,LICENSE,LICENSE+,ASL_2011_06_14_Brady,48,6062,6090
Liz,LICK,LICK++,ASL_2008_02_01,48,2095,2141
Tyler,LICK,LICK+,ASL_2008_05_29b,20,1700,1730
Naomi,LICK,LICK++,ASL_2008_08_13_session2,3,2337,2385
Brady,LICK,LICK+,ASL_2011_06_14_Brady,48,6645,6672
Liz,LID,LID+,ASL_2008_02_01,48,2611,2651
Naomi,LID,LID+,ASL_2008_08_13_session2,3,2801,2843
